flight_number,departure_airport,arrival_airport,departure_date,departure_time,arrival_date,arrival_time,duration,airline,price
2553,CRZ,AOO,8/24/2021,4:41 AM,5/24/2021,1:43 PM,20.66,JetBlue,662.23
4259,SLS,KDP,1/14/2022,4:39 PM,9/26/2022,7:02 PM,8.87,United,332.63
9173,BDH,GTK,10/23/2021,9:31 PM,4/25/2022,8:03 AM,1.19,Lufthansa,
4001,HGE,OKE,7/25/2022,3:10 AM,11/24/2022,3:52 AM,10.84,American,782.07
3488,BRY,PCA,6/17/2022,11:34 AM,1/18/2021,3:36 PM,11.82,American,606.27
2621,MZV,LLF,7/27/2022,2:15 AM,11/1/2022,12:16 AM,21.43,Emi rates,74.27
2795,HPT,CUG,5/31/2021,1:39 AM,1/20/2021,7:46 PM,17.97,American,671.62
8659,VIE,IMN,12/20/2022,,1/3/2022,7:06 AM,17.33,United,824.26
7773,VUU,DAD,7/10/2021,1:55 PM,12/14/2021,12:25 AM,21.01,JetBlue,
1236,AHH,YYN,7/6/2022,,4/10/2021,10:31 AM,11.69,American,851.53
2673,YRQ,GPD,4/30/2022,5:12 PM,8/8/2022,3:21 PM,16.4,JetBlue,
4763,COH,MCI,8/23/2022,10:28 PM,7/12/2022,3:26 AM,7.55,American,505.54
5897,VPZ,BZD,11/30/2022,3:15 PM,12/30/2021,1:20 AM,20.95,British Airways,56.58
7208,LUZ,CDP,3/1/2021,4:57 PM,9/18/2022,3:26 AM,2.8,,522.12
1041,PNB,ITB,9/20/2022,5:46 PM,8/29/2021,4:40 AM,4.0,Delta,86.77
8723,NWT,API,7/20/2021,6:10 PM,11/5/2022,4:33 AM,1.88,Qatar Airways,
2151,CTS,APO,1/8/2022,6:29 AM,11/26/2021,1:15 PM,20.25,Air France,659.6
9552,0,RNI,4/21/2022,8:34 AM,6/24/2021,8:35 PM,18.61,Emirates,439.95
8044,YLG,AOT,3/30/2021,1:26 AM,7/9/2022,12:06 PM,6.91,Delta,185.04
3579,ING,HSB,4/14/2022,5:43 PM,11/23/2022,3:01 PM,17.3,Lufthansa,202.98
5523,ZEG,BSM,3/30/2022,1:01 PM,10/29/2022,9:28 AM,2.62,Lufthansa,733.49
9719,HSC,JPA,3/16/2021,7:18 PM,10/23/2022,,12.43,Southwest,117.94
9216,HEE,VPZ,11/23/2022,4:24 AM,12/14/2021,7:19 AM,22.33,American,515.2
6615,ICA,WED,12/3/2022,3:19 AM,11/18/2021,7:43 AM,9.81,Air France,247.0
1523,IWD,WMN,11/13/2021,5:05 AM,9/10/2022,3:38 AM,8.2,United,756.08
7977,CPO,GHU,12/5/2021,10:54 PM,1/11/2021,4:12 AM,8.34,Qatar Airways,269.31
7938,,IFA,9/23/2022,11:02 PM,3/30/2021,5:42 AM,13/64,JetBlue,966.33
2099,EMY,NNA,4/28/2021,10:38 PM,7/19/2022,6:39 AM,3.44,United,59.18
8745,BDL,SCM,10/13/2022,12:58 PM,7/23/2022,1:31 AM,1.38,British Airways,881.91
4814,ADZ,LUD,2/6/2022,11:38 AM,4/6/2022,4:04 AM,10.26,Air France,813.79
6402,SPR,AIN,12/19/2022,7:51 PM,6/26/2022,2:13 PM,16.06,United,839.07
1841,DAL,BFD,5/30/2021,10:42 AM,6/8/2022,7:15 PM,19.42,Qatar Airways,224.37
9838,KWL,IQM,10/15/2022,1:38 PM,9/28/2021,6:53 AM,6.27,JetBlue,
8958,OHT,IMB,6/20/2021,2:50 AM,8/21/2022,7:19 PM,,Air France,541.03
2747,ALS,TZR,11/27/2022,10:32 PM,7/10/2021,5:13 AM,23.76,,248.92
3156,EPA,MQS,1/11/2021,9:39 PM,3/20/2022,2:54 PM,7.0,JetBlue,513.81
6312,,BLN,4/27/2021,3:33 PM,7/1/2021,3:33 PM,20.32,Qatar Airways,809.18
4201,MLW,GTN,8/23/2022,11:13 PM,4/28/2021,5:51 AM,16.78,JetBlue,274.44
9613,AJK,CNG,9/8/2021,8:06 AM,12/25/2022,7:41 PM,15.09,Qatar Airways,956.99
5013,BND,IRK,1/1/2022,11:04 PM,12/28/2022,,7.38,Air France,654.09
9275,DUK,WRE,7/8/2022,2:40 AM,11/14/2021,10:53 PM,15.17,Emirates?,929.74
8579,JUN,LGE,5/18/2021,7:35 PM,2/21/2022,1:18 PM,8.98,Southwest,960.75
9013,KSV,,10/23/2021,9:19 PM,4/23/2022,6:48 AM,19.5,United,355.17
8142,SFR,ACY,,9:08 PM,10/26/2022,2:27 PM,1.54,United,917.47
4033,XXN,TTO,3/10/2021,12:22 PM,2/18/2022,7:44 PM,9.38,United,473.6
8253,,TOL,,6:55 PM,4/13/2021,3:31 AM,11.31,British Airways,995.8
9714,ASU,PCV,7/21/2021,7:43 PM,3/18/2021,7:48 AM,15.21,Lufthansa,
,AFN,,,11:16 AM,12/2/2022,3:52 AM,21.11,British Airways,173.09
1186,LSF,HUT,6/4/2021,4:25 PM,8/7/2022,1:04 AM,,Air France,771.38
7253,LDY,YAM,4/7/2021,9:49 PM,7/25/2021,3:55 PM,4.93,Southwest,396.77
1125,BKT,,8/17/2021,7:39 PM,6/29/2021,5:28 AM,,Air France,707.13
8580,BQQ,APT,11/14/2022,5:52 PM,6/13/2022,10:35 AM,19.85,Delta,505.7
3512,XRY,NPR,1/19/2022,3:39 PM,11/14/2022,7:08 AM,22.19,British Airways,
4517,ANH,GMO,6/2/2021,,,2:45 AM,6.92,American,344.45
,KVM,VLK,2/21/2021,11:41 AM,11/13/2021,9:03 PM,15.3,JetBlue,
2712,ZPB,RDP,1/20/2021,8:47 AM,4/9/2021,6:02 AM,13.91,JetBlue,51.28
2602,HBH,ATF,8/25/2021,,7/1/2022,,1.87,British Airways,803.72
4283,UGN,LID,5/6/2021,,8/4/2022,11:31 PM,2.16,Delta,269.77
7025,,NDS,1/28/2022,8:34 AM,,5:45 AM,8.6,JetBlue,107.93
5327,ZLT,BKY,12/4/2021,2:54 AM,3/29/2022,8:42 AM,1.64,American,121.91
1559,,QHU,1/10/2021,10:43 PM,5/9/2022,10:56 PM,5.42,Lufthansa,438.23
7949,HVS,AIW,12/12/2021,11:04 PM,8/2/2021,1:14 AM,5.14,Lufthansa,428.09
4219,ORZ,HIT,8/14/2022,8:33 AM,8/31/2022,3:43 PM,23.1,Delta,517.92
3394,PBV,XMN,,6:40 PM,9/24/2022,8:51 AM,5.9,American,728.56
3136,RYB,JUA,10/20/2022,4:15 AM,7/5/2021,1:28 AM,7.03,Air France,78.72
4173,VLR,XSP,3/19/2021,10:40 PM,8/4/2021,2:08 AM,15.39,JetBlue,407.23
7415,WSD,,4/29/2021,11:56 AM,6/12/2021,6:28 AM,8.65,Qatar Airways,285.51
9873,CGX,YAU,1/14/2021,3:10 AM,10/23/2022,8:06 AM,7.91,Delta,561.03
4543,XNT,RHD,11/19/2022,5:07 AM,11/18/2021,10:13 PM,7.7,Delta,358.73
2550,KSM,MSI,5/17/2021,,8/30/2022,12:49 PM,5.53,British Airways,999.48
1557,TAJ,LME,10/25/2022,8:48 PM,11/22/2021,3:26 AM,11.18,Emirates,786.89
4935,EBH,,12/11/2021,8:56 AM,4/11/2021,3:50 PM,15.81,American,199.93
2031,PHK,ITI,5/6/2021,12:49 PM,1/5/2021,3:19 AM,16.82,Qatar Airways,310.22
1222,WON,BTW,9/18/2022,,2/13/2021,1:58 AM,19.94,Lufthansa,256.78
8328,TNH,ICN,8/2/2022,,1/19/2021,5:56 PM,8.08,,312.34
,KSS,JIU,10/31/2021,12:36 PM,8/22/2021,5:06 PM,15.24,United,871.46
2154,CNI,PNR,9/6/2021,7:09 AM,10/16/2022,9:24 PM,15.6,United,624.14
1044,KWT,BKY,11/10/2021,2:26 PM,7/22/2021,1:40 AM,15.05,United,241.67
,MBE,CTI,10/21/2021,7:26 AM,5/25/2022,2:54 AM,14.87,United,522.16
8158,PTK,AML,11/19/2021,11:13 PM,2/25/2022,3:30 AM,5.15,British Airways,826.55
7640,,EKT,7/6/2021,6:52 AM,12/4/2022,10:40 PM,5.15,Qatar Airways,800.62
,,AFY,8/20/2022,11:22 PM,5/23/2021,3:15 PM,18.4,American,653.76
8265,KAM,KTL,12/1/2022,9:49 AM,8/24/2021,5:38 AM,19.71,JetBlue,327.74
,RKV,BDA,7/12/2022,5:44 PM,10/15/2021,,9.08,Southwest,473.99
7891,FIN,XMG,8/12/2022,4:17 PM,3/25/2021,6:03 AM,2.64,Delta,793.11
6341,OGE,KHY,,5:47 AM,2/1/2022,11:06 AM,16.69,Air France,354.95
5069,BJF,DVD,1/1/2022,1:28 AM,8/11/2021,3:22 AM,2.95,Air France,75.38
8151,SMH,TLZ,4/19/2022,12:52 AM,5/4/2021,12:11 PM,11.73,British Airways,594.69
4289,ANB,ARB,6/4/2022,5 51 PM,4/13/2021,12:26 PM,22.4,Emir ates,566.58
7746,OTP,TRQ,6/6/2021,3:32 AM,10/14/2022,5 38 PM,16.82,United,736.21
1231,SJI,WCA,8/3/2022,2:42 PM,8/27/2021,8:29 AM,18.69,Air France,105.73
9157,FMS,VEV,6/29/2022,8:41 PM,2/6/2022,12:22 PM,13.46,United,534.25
1106,SLT,CYI,6/7/2022,11:34 PM,,11:45 AM,5.37,Qatar Airways,727.94
9466,SKA,SOM,4/12/2022,10:49 PM,6/16/2021,3:16 AM,3.53,Air France,716.56
6614,BGT,GUH,6/28/2022,9:20 PM,3/22/2021,12:08 PM,14.77,British Airways,836.55
1104,PKE,YBV,11/21/2021,5:05 AM,10/20/2022,11:48 PM,17.55,Southwest,274.09
4873,YTF,OBO,5/26/2021,9:17 AM,5/13/2021,9:09 AM,5.94,Southwest,672.38
9586,BTP,PSA,5/30/2021,9:34 PM,4/15/2021,4:00 AM,23.7,Air France,138.81
2937,FRO,ENF,5/25/2022,2:13 AM,2/18/2022,7:17 PM,17.38,Air France,850.66
8593,OAL,PGD,1/20/2022,,12/12/2022,11:00 AM,12.49,Qatar Airways,669.48
8778,SOB,SNL,11/10/2022,6:21 PM,9/7/2021,6:12 AM,1.23,Lufthansa,219.82
6828,NIB,OHS,11/25/2022,6:03 AM,1/21/2021,3:49 PM,5.0,Emirates,
2700,JIN,JTR,3/20/2022,5:19 PM,12/17/2021,6:54 AM,14.88,JetBlue,858.31
7585,CVM,WDR,3/17/2022,7:50 AM,2/15/2022,9:02 PM,20.72,Qatar Airways,453.42
8142,LHC,RRG,1/13/2022,1:07 PM,11/23/2022,5:02 PM,23.37,Southwest,211.71
6025,SAK,JOE,6/30/2021,10:53 AM,8/11/2021,9:27 PM,21.02,United,624.31
6568,,CEB,4/24/2022,1:31 PM,3/3/2021,1:20 AM,22.41,United,376.35
7835,NTE,BCX,1/10/2022,12:55 AM,1/6/2021,10:32 PM,7.96,British Airways,620.43
7361,LRT,MPU,11/7/2021,,9/5/2021,10:49 AM,7.08,Lufthansa,157.92
3069,VCH,,5/29/2021,2:16 PM,6/7/2022,10:04 PM,13.47,United,194.41
9214,LGH,GCC,12/15/2022,11:16 PM,11/16/2021,10:13 PM,10.66,British Airways,485.91
1566,YJP,IUL,9/22/2021,11:49 AM,3/16/2021,7:36 PM,14.08,Air France,373.57
9525,LBC,BWY,6/22/2021,,1/12/2022,12:35 PM,21.81,United,449.19
8759,AIF,MWQ,8/29/2022,4:01 PM,2/2/2021,3:07 PM,16.32,Qatar Airways,919.28
6004,AEB,DLL,,3:49 AM,1/2/2021,9:10 PM,18.47,Emirates,258.57
9975,PSX,CDJ,12/19/2021,11:22 PM,5/23/2022,4:40 PM,20.21,British Airways,993.14
4960,JOK,PSG,3/7/2021,12:29 AM,1/5/2021,8:16 PM,8.75,Lufthansa,776.09
2613,LDY,RET,5/30/2022,12:46 AM,8/29/2022,1:42 PM,21.35,United,869.75
7190,BCG,,2/2/2022,11:33 PM,5/17/2021,10:06 PM,4.25,Qatar Airways,319.03
4873,,,12/14/2021,2:30 PM,5/9/2021,4:08 AM,10.26,American,356.24
5472,UPB,OFJ,5/5/2022,12:17 AM,4/6/2022,3:33 AM,19.67,Delta,90.58
6204,PML,CLX,5/8/2021,7:20 AM,7/18/2022,3:29 AM,13.52,United,913.51
1176,RGI,MZB,1/12/2022,,11/27/2021,1:23 PM,4.15,JetBlue,436.7
8813,KYI,UTU,4/9/2022,8:46 AM,6/30/2022,11:49 AM,22.67,Southwest,170.12
5023,UNG,WHS,5/31/2021,6:38 AM,7/26/2021,4:53 PM,12.6,United,701.09
4170,LAZ,,7/18/2022,1:26 PM,10/9/2022,4:51 PM,18.78,JetBlue,995.23
9860,PMH,RPN,4/17/2022,2:58 PM,8/12/2021,9:38 AM,1.98,Emirates,951.49
5051,BNW,NBL,8/27/2021,9:03 AM,8/16/2021,3:40 AM,6.77,Air France,306.67
7031,IBE,ISB,,2:26 PM,1/16/2022,9:14 PM,3.2,Qatar Airways,305.21
5460,OFI,SZV,7/10/2022,4:22 AM,2/20/2021,7:00 PM,1.71,JetBlue,433.8
3234,PRV,CMI,11/15/2021,11:41 AM,4/26/2022,9:52 AM,14.18,Air France,855.49
3074,YCB,BSD,1/5/2022,,9/6/2022,10:22 PM,8.92,Lufthansa,233.47
9102,MAI,TIN,1/6/2021,12:08 PM,5/24/2021,3:35 AM,10.98,Southwest,981.41
1399,EKX,IHC,9/25/2021,2:19 AM,4/11/2021,10:28 AM,7.69,United,787.18
9203,GBR,KCK,1/7/2021,5:55 PM,11/8/2022,7:13 AM,18.58,Air France,986.9
9058,SZE,GUQ,6/25/2021,1:33 AM,1/13/2022,12:47 AM,18.25,Lufthansa,951.09
8326,DYM,UVA,10/3/2021,3:30 PM,4/4/2022,9:22 PM,15.09,Qatar Airways,121.89
9058,SIP,RIE,9/20/2022,,4/12/2021,12:28 PM,23.24,Emirates,409.19
1729,IKK,YHE,,2:39 AM,6/15/2021,10:16 AM,7.67,American,95.68
7829,CXM,YPZ,10/27/2021,12:48 PM,6/13/2022,7:05 AM,1.78,Emirates,458.14
7822,MWO,UYL,3/29/2022,8:29 AM,12/13/2022,8:27 PM,19.75,Lufthansa,135.62
8516,SXV,NYO,,1:14 PM,3/9/2022,11:43 PM,6.72,Emirates,645.2
,MBK,ULX,8/19/2021,10:16 PM,12/11/2021,11:53 PM,16.53,Delta,
3879,VAN,DBO,4/24/2021,12:45 AM,4/4/2022,9:11 AM,22.37,Emirates,145.51
6071,HTI,LJG,10/27/2021,8:34 PM,8/8/2021,9:06 AM,16.56,Southwest,928.96
2472,TWZ,HBB,5/19/2021,7:24 PM,8/14/2021,1:52 AM,4.04,Emirates,937.2
6160,OBD,BVE,9/20/2022,7:41 AM,8/22/2022,1:32 PM,15.72,Emirates,798.03
7430,KHY,CVC,2/15/2022,4:19 AM,1/21/2021,9:35 AM,13.54,Emirates,703.81
1279,AAD,,1/21/2021,2:06 PM,4/11/2022,11:57 PM,15.29,Emirates,966.11
7021,IUL,,12/7/2022,3:40 PM,4/20/2021,8:51 PM,10.07,British Airways,889.74
2805,NAI,YMP,8/22/2021,8:04 PM,1/2/2022,8:53 AM,19.3,British Airways,
7666,UMD,GDD,6/8/2022,11:23 PM,6/25/2021,6:24 PM,20.43,United,250.82
7462,XGG,AXU,12/23/2022,12:03 PM,2/22/2022,7:37 PM,8.71,Lufthansa,690.19
3510,OPO,LUN,3/21/2022,7:07 AM,5/1/2022,9:20 PM,21.03,Delta,955.32
8531,PAH,GLW,9/2/2021,9:08 PM,11/12/2022,6:52 AM,7.87,,408.44
8850,CBS,HUX,3/27/2021,9:57 AM,,6:57 PM,21.68,Delta,
8261,UTM,,12/6/2021,3:23 PM,10/27/2021,12:42 AM,18.67,JetBlue,835.46
4370,SXJ,BND,11/17/2022,5:19 PM,1/8/2021,2:21 PM,5.83,JetBlue,552.21
6818,AZR,MDI,11/26/2021,,3/8/2022,9:52 PM,10.12,JetBlue,201.36
6165,STB,AEK,6/18/2021,3:50 AM,,4:25 AM,13.67,Southwest,818.74
,BHT,KHS,9/29/2022,6:00 AM,3/9/2021,1:06 PM,,British Airways,705.21
7147,RLG,,9/27/2021,9:35 AM,6/14/2021,5:14 AM,4.16,Qatar Airways,86.77
9666,UBA,TBU,2/20/2022,12:27 PM,2/8/2022,3:17 PM,8.38,United,217.99
4180,SVC,BRS,2/14/2021,12:58 PM,,,11.3,JetBlue,265.07
